ER_1000_0.25_0.al,959,1.364144,951,14.980389,974,2.256558
ER_1000_0.25_10.al,957,1.371832,956,11.165944,973,2.295692
ER_1000_0.25_11.al,958,1.347936,956,12.040388,974,2.244996
ER_1000_0.25_12.al,956,1.404768,953,10.842232,976,2.302988
ER_1000_0.25_13.al,960,1.348524,956,10.953064,974,2.306000
ER_1000_0.25_14.al,957,1.345904,956,10.808032,978,2.270744
ER_1000_0.25_15.al,958,1.391488,954,11.654936,974,2.303608
ER_1000_0.25_16.al,956,1.380728,957,11.911240,976,2.258992
ER_1000_0.25_17.al,954,1.390008,957,11.445400,975,2.358976
ER_1000_0.25_18.al,956,1.383408,955,12.120160,972,2.299072
ER_1000_0.25_19.al,960,1.359376,953,11.908576,972,2.298592
ER_1000_0.25_1.al,957,1.380752,955,11.504352,974,2.307888
ER_1000_0.25_20.al,957,1.369728,957,11.349168,974,2.303488
ER_1000_0.25_21.al,956,1.381360,956,11.081696,975,2.316784
ER_1000_0.25_22.al,958,1.362656,954,11.810720,974,2.271152
ER_1000_0.25_23.al,957,1.372944,953,11.105824,972,2.295824
ER_1000_0.25_24.al,956,1.391296,956,11.745824,975,2.280544
ER_1000_0.25_25.al,958,1.363392,956,11.263008,974,2.310112
ER_1000_0.25_26.al,959,1.365920,954,11.122144,975,2.290656
ER_1000_0.25_27.al,959,1.380416,956,11.737760,977,2.287488
ER_1000_0.25_28.al,960,1.351776,955,11.668192,974,2.303616
ER_1000_0.25_29.al,959,1.353984,954,10.789216,975,2.267200
ER_1000_0.25_2.al,957,1.355648,956,11.075168,975,2.267424
ER_1000_0.25_30.al,959,1.363264,952,12.569376,973,2.276256
ER_1000_0.25_31.al,960,1.359200,953,14.127904,976,2.311456
ER_1000_0.25_32.al,958,1.372544,952,12.374272,976,2.275680
ER_1000_0.25_33.al,956,1.384640,957,12.483072,977,2.248608
ER_1000_0.25_34.al,959,1.374592,958,12.487264,979,2.247008
ER_1000_0.25_35.al,957,1.385728,955,10.817312,978,2.291232
ER_1000_0.25_36.al,957,1.366976,956,11.304352,975,2.237056
ER_1000_0.25_37.al,957,1.357184,954,11.305536,976,2.261920
ER_1000_0.25_38.al,955,1.356832,955,12.297152,973,2.286464
ER_1000_0.25_39.al,960,1.355616,957,11.181056,975,2.241728
ER_1000_0.25_3.al,960,1.377568,953,11.894176,976,2.288064
ER_1000_0.25_40.al,959,1.373888,956,11.886688,973,2.300032
ER_1000_0.25_41.al,957,1.373696,957,12.647680,975,2.274816
ER_1000_0.25_42.al,958,1.369920,955,11.427200,975,2.288384
ER_1000_0.25_43.al,957,1.360576,953,10.909120,974,2.272832
ER_1000_0.25_44.al,955,1.396800,954,10.735872,975,2.309248
ER_1000_0.25_45.al,956,1.799232,957,11.981696,975,2.296576
ER_1000_0.25_46.al,956,1.369280,953,11.312512,975,2.258944
ER_1000_0.25_47.al,960,1.361088,957,11.229952,977,2.269376
ER_1000_0.25_48.al,955,1.397312,955,11.687936,973,2.287808
ER_1000_0.25_49.al,959,1.347200,955,12.708224,974,2.303616
ER_1000_0.25_4.al,957,1.364096,956,11.240576,975,2.266432
ER_1000_0.25_50.al,958,1.355392,957,11.419712,977,2.271232
ER_1000_0.25_51.al,957,1.347840,952,11.332864,974,2.263680
ER_1000_0.25_52.al,953,1.405056,956,11.939520,975,2.269696
ER_1000_0.25_53.al,956,1.369088,955,11.340992,976,2.278336
ER_1000_0.25_54.al,957,1.378368,956,11.311872,978,2.314624
ER_1000_0.25_55.al,959,1.356992,956,10.829056,975,2.297280
ER_1000_0.25_56.al,959,1.361792,953,10.904576,977,2.266112
ER_1000_0.25_57.al,957,1.364480,951,11.260480,975,2.338112
ER_1000_0.25_58.al,956,1.396480,957,10.935232,975,2.223360
ER_1000_0.25_59.al,958,1.383360,955,10.990976,976,2.300096
ER_1000_0.25_5.al,958,1.389632,956,10.814464,973,2.297600
ER_1000_0.25_60.al,959,1.373504,955,12.104000,974,2.290176
ER_1000_0.25_61.al,959,1.398400,954,12.515904,974,2.276736
ER_1000_0.25_62.al,957,1.394432,957,10.979200,977,2.273024
ER_1000_0.25_63.al,959,1.345984,953,11.379648,972,2.300928
ER_1000_0.25_64.al,957,1.390208,957,11.003328,973,2.274560
ER_1000_0.25_65.al,959,1.354368,955,11.185472,975,2.282176
ER_1000_0.25_66.al,957,1.375168,956,11.193536,975,2.299520
ER_1000_0.25_67.al,958,1.353344,956,10.589376,974,2.246976
ER_1000_0.25_68.al,960,1.339968,954,11.446400,971,2.305856
ER_1000_0.25_69.al,959,1.358848,955,11.063680,977,2.313536
ER_1000_0.25_6.al,960,1.363392,957,10.612992,973,2.265536
ER_1000_0.25_70.al,957,1.348928,954,11.302976,978,2.287488
ER_1000_0.25_71.al,957,1.349824,956,11.967936,974,2.245888
ER_1000_0.25_72.al,956,1.358144,955,12.126848,973,2.280960
ER_1000_0.25_73.al,955,1.371968,953,10.793088,973,2.229888
ER_1000_0.25_74.al,956,1.354112,957,11.825792,975,2.263040
ER_1000_0.25_75.al,955,1.351296,956,11.068288,974,2.285056
ER_1000_0.25_76.al,955,1.403136,956,11.378304,972,2.269056
ER_1000_0.25_77.al,956,1.385728,957,11.210624,972,2.273536
ER_1000_0.25_78.al,959,1.369472,955,11.331712,976,2.244864
ER_1000_0.25_79.al,959,1.360512,955,12.296832,973,2.266496
ER_1000_0.25_7.al,958,1.358336,954,10.916224,978,2.288512
ER_1000_0.25_80.al,957,1.370240,955,11.266048,977,2.295936
ER_1000_0.25_81.al,957,1.369600,954,10.587136,975,2.291584
ER_1000_0.25_82.al,956,1.390848,957,11.987584,977,2.278400
ER_1000_0.25_83.al,959,1.370240,953,11.985920,976,2.303616
ER_1000_0.25_84.al,959,1.341952,953,11.312000,975,2.301952
ER_1000_0.25_85.al,954,1.378816,954,11.479808,976,2.273408
ER_1000_0.25_86.al,957,1.344384,956,11.411712,975,2.263552
ER_1000_0.25_87.al,955,1.359872,955,12.032128,974,2.318976
ER_1000_0.25_88.al,957,1.362304,954,12.438144,975,2.270080
ER_1000_0.25_89.al,958,1.385600,957,10.950144,973,2.301568
ER_1000_0.25_8.al,958,1.397760,955,12.392832,974,2.335232
ER_1000_0.25_90.al,955,1.358080,954,10.659840,973,2.263424
ER_1000_0.25_91.al,955,1.356928,956,11.240832,974,2.295808
ER_1000_0.25_92.al,958,1.340928,956,13.172736,976,2.298368
ER_1000_0.25_93.al,957,1.394304,956,11.835392,973,2.268672
ER_1000_0.25_94.al,957,1.368832,954,13.631488,973,2.302080
ER_1000_0.25_95.al,958,1.359104,954,12.573952,974,2.288768
ER_1000_0.25_96.al,954,1.376256,955,11.652864,973,2.257024
ER_1000_0.25_97.al,958,1.400576,955,11.518848,975,2.270080
ER_1000_0.25_98.al,955,1.365888,953,11.468288,975,2.293248
ER_1000_0.25_99.al,958,1.352832,954,11.785216,971,2.286976
ER_1000_0.25_9.al,957,1.377664,957,11.869056,972,2.268288
ER_1000_0.50_0.al,980,1.382656,979,11.024256,987,2.338432
ER_1000_0.50_10.al,979,1.396096,978,11.333120,988,2.303232
ER_1000_0.50_11.al,980,1.390976,977,11.336448,988,2.291200
ER_1000_0.50_12.al,980,1.373696,978,10.838272,988,2.271872
ER_1000_0.50_13.al,980,1.417856,977,11.526912,989,2.323584
ER_1000_0.50_14.al,979,1.396736,978,11.072768,988,2.268032
ER_1000_0.50_15.al,980,1.389312,977,10.909056,988,2.324480
ER_1000_0.50_16.al,982,1.372160,978,11.135232,987,2.344192
ER_1000_0.50_17.al,980,1.392128,979,10.978816,986,2.292352
ER_1000_0.50_18.al,978,1.398784,979,10.910592,988,2.289280
ER_1000_0.50_19.al,981,1.371392,979,10.935424,989,2.316544
ER_1000_0.50_1.al,979,1.376256,979,10.861568,989,2.319872
ER_1000_0.50_20.al,980,1.374720,978,11.144320,988,2.335360
ER_1000_0.50_21.al,980,1.392384,978,11.157888,989,2.292480
ER_1000_0.50_22.al,981,1.374336,978,10.956288,989,2.288128
ER_1000_0.50_23.al,979,1.377536,979,11.073536,989,2.366592
ER_1000_0.50_24.al,981,1.414656,978,11.185920,989,2.313984
ER_1000_0.50_25.al,979,1.398656,979,10.904704,986,2.303744
ER_1000_0.50_26.al,979,1.366784,979,10.934272,988,2.304000
ER_1000_0.50_27.al,980,1.390208,979,11.051136,988,2.294528
ER_1000_0.50_28.al,980,1.380224,979,10.898816,990,2.351872
ER_1000_0.50_29.al,980,1.383808,978,11.275008,987,2.281984
ER_1000_0.50_2.al,978,1.383040,979,11.219968,989,2.334976
ER_1000_0.50_30.al,981,1.397888,978,10.878336,988,2.311552
ER_1000_0.50_31.al,979,1.368192,977,11.312896,988,2.319488
ER_1000_0.50_32.al,980,1.385472,979,11.096576,990,2.307584
ER_1000_0.50_33.al,979,1.373568,980,11.253760,988,2.309248
ER_1000_0.50_34.al,980,1.383040,977,11.137664,990,2.324352
ER_1000_0.50_35.al,980,1.392512,978,10.913024,988,2.297856
ER_1000_0.50_36.al,979,1.379328,977,10.924544,989,2.280192
ER_1000_0.50_37.al,980,1.389440,979,11.301248,988,2.318336
ER_1000_0.50_38.al,979,1.382912,980,10.905088,989,2.302080
ER_1000_0.50_39.al,979,1.401344,980,11.316224,991,2.297600
ER_1000_0.50_3.al,981,1.394432,979,10.926336,989,2.296960
ER_1000_0.50_40.al,979,1.406976,979,11.183232,988,2.344320
ER_1000_0.50_41.al,979,1.380096,979,10.986496,989,2.352768
ER_1000_0.50_42.al,980,1.401728,978,10.992384,990,2.311168
ER_1000_0.50_43.al,979,1.392000,978,11.031040,989,2.337664
ER_1000_0.50_44.al,979,1.404416,977,10.782976,990,2.275200
ER_1000_0.50_45.al,980,1.392512,978,10.894848,987,2.333824
ER_1000_0.50_46.al,980,1.375744,979,11.062912,989,2.332288
ER_1000_0.50_47.al,980,1.388416,980,11.079168,988,2.309248
ER_1000_0.50_48.al,980,1.393408,979,11.348736,988,2.316544
ER_1000_0.50_49.al,980,1.380864,976,10.853888,989,2.273024
ER_1000_0.50_4.al,981,1.389312,978,11.163648,987,2.331904
ER_1000_0.50_50.al,980,1.372160,979,10.944768,989,2.345728
ER_1000_0.50_51.al,978,1.385472,980,11.222272,990,2.303488
ER_1000_0.50_52.al,980,1.385728,979,11.093504,988,2.309888
ER_1000_0.50_53.al,981,1.385728,979,11.198976,988,2.276864
ER_1000_0.50_54.al,978,1.391104,978,11.049216,989,2.316544
ER_1000_0.50_55.al,979,1.392640,978,11.201536,988,2.307840
ER_1000_0.50_56.al,980,1.383424,978,10.930176,988,2.283520
ER_1000_0.50_57.al,980,1.385216,979,11.138816,986,2.345728
ER_1000_0.50_58.al,980,1.386752,978,11.149056,989,2.273536
ER_1000_0.50_59.al,979,1.404160,978,11.176704,989,2.306816
ER_1000_0.50_5.al,981,1.379328,977,11.013632,987,2.307328
ER_1000_0.50_60.al,978,1.379072,978,12.445696,988,2.303744
ER_1000_0.50_61.al,980,1.387264,980,11.011840,989,2.257664
ER_1000_0.50_62.al,980,1.387776,977,11.145728,989,2.349056
ER_1000_0.50_63.al,981,1.371648,979,10.946560,989,2.300672
ER_1000_0.50_64.al,980,1.365760,980,11.027968,987,2.303488
ER_1000_0.50_65.al,980,1.390592,977,10.893312,988,2.327296
ER_1000_0.50_66.al,981,1.377792,978,11.166464,989,2.344704
ER_1000_0.50_67.al,981,1.383424,979,10.995712,989,2.322176
ER_1000_0.50_68.al,981,1.374208,978,10.987264,987,2.335488
ER_1000_0.50_69.al,982,1.369344,977,11.004416,990,2.296064
ER_1000_0.50_6.al,980,1.379328,979,10.907392,988,2.320128
ER_1000_0.50_70.al,981,1.454592,977,11.144960,990,2.334464
ER_1000_0.50_71.al,981,1.386240,978,10.968576,990,2.351616
ER_1000_0.50_72.al,979,1.394688,980,10.970112,989,2.312960
ER_1000_0.50_73.al,979,1.372928,979,11.183872,988,2.312704
ER_1000_0.50_74.al,980,1.385216,980,11.094016,987,2.303744
ER_1000_0.50_75.al,980,1.383168,978,10.896384,988,2.346496
ER_1000_0.50_76.al,980,1.410048,979,11.124736,987,2.316288
ER_1000_0.50_77.al,980,1.381632,978,11.821312,987,2.328064
ER_1000_0.50_78.al,979,1.380864,978,11.108352,987,2.329344
ER_1000_0.50_79.al,979,1.371392,978,11.026688,988,2.314752
ER_1000_0.50_7.al,981,1.403904,980,10.872064,989,2.322688
ER_1000_0.50_80.al,980,1.384704,977,11.025152,990,2.343680
ER_1000_0.50_81.al,979,1.399808,979,11.004160,989,2.277632
ER_1000_0.50_82.al,981,1.374208,979,11.278592,987,2.295808
ER_1000_0.50_83.al,979,1.374720,979,11.065856,988,2.338560
ER_1000_0.50_84.al,979,1.380096,978,10.836992,990,2.288896
ER_1000_0.50_85.al,978,1.400832,979,11.165696,989,2.301440
ER_1000_0.50_86.al,978,1.384192,978,10.846720,987,2.299648
ER_1000_0.50_87.al,979,1.386496,978,10.946560,988,2.275328
ER_1000_0.50_88.al,978,1.382400,979,11.008000,988,2.289664
ER_1000_0.50_89.al,979,1.379584,978,11.088128,988,2.311424
ER_1000_0.50_8.al,980,1.389568,980,10.884608,988,2.336512
ER_1000_0.50_90.al,980,1.413120,979,11.302400,988,2.300672
ER_1000_0.50_91.al,981,1.387264,979,11.093760,988,2.321920
ER_1000_0.50_92.al,980,1.383168,980,11.024640,988,2.315008
ER_1000_0.50_93.al,979,1.394432,978,11.100160,989,2.329088
ER_1000_0.50_94.al,980,1.382400,977,11.203584,990,2.303744
ER_1000_0.50_95.al,980,1.381888,979,10.918144,988,2.303744
ER_1000_0.50_96.al,979,1.401088,978,11.204096,986,2.313216
ER_1000_0.50_97.al,980,1.407232,979,10.801152,988,2.284032
ER_1000_0.50_98.al,981,1.389056,977,11.215872,991,2.259968
ER_1000_0.50_99.al,979,1.377792,979,11.124224,987,2.250752
ER_1000_0.50_9.al,979,1.410048,980,11.201536,989,2.287104
ER_1000_0.75_0.al,988,1.373440,988,8.751616,993,2.317312
ER_1000_0.75_10.al,989,1.383936,988,8.770816,993,2.312960
ER_1000_0.75_11.al,989,1.393152,988,8.654848,994,2.346752
ER_1000_0.75_12.al,989,1.378560,988,8.650752,993,2.310400
ER_1000_0.75_13.al,988,1.376000,987,8.720128,994,2.340352
ER_1000_0.75_14.al,989,1.378560,987,8.655872,994,2.365696
ER_1000_0.75_15.al,989,1.369088,989,8.695552,992,2.348544
ER_1000_0.75_16.al,989,1.375488,988,8.676864,993,2.307072
ER_1000_0.75_17.al,988,1.363968,987,8.716288,993,2.278912
ER_1000_0.75_18.al,988,1.369088,989,8.666880,994,2.314752
ER_1000_0.75_19.al,988,1.373440,988,8.670208,994,2.320384
ER_1000_0.75_1.al,989,1.381888,989,8.727808,993,2.334464
ER_1000_0.75_20.al,988,1.363200,987,8.648448,994,2.363904
ER_1000_0.75_21.al,988,1.381632,988,8.706560,994,2.325248
ER_1000_0.75_22.al,989,1.377024,989,8.600320,993,2.322432
ER_1000_0.75_23.al,989,1.373440,989,8.849920,995,2.445568
ER_1000_0.75_24.al,988,1.380096,988,8.819712,993,2.358784
ER_1000_0.75_25.al,988,1.375488,988,8.719104,994,2.320640
ER_1000_0.75_26.al,989,1.380864,989,8.670208,993,2.354432
ER_1000_0.75_27.al,989,1.377024,987,8.627968,994,2.282496
ER_1000_0.75_28.al,989,1.387264,987,8.651520,994,2.312704
ER_1000_0.75_29.al,989,1.373184,989,8.699392,993,2.333952
ER_1000_0.75_2.al,988,1.371904,988,8.677120,993,2.355200
ER_1000_0.75_30.al,989,1.379328,989,8.699648,994,2.331392
ER_1000_0.75_31.al,989,1.381888,989,8.655104,993,2.349568
ER_1000_0.75_32.al,988,1.380352,988,8.641792,993,2.310144
ER_1000_0.75_33.al,989,1.369088,988,8.637696,994,2.328064
ER_1000_0.75_34.al,990,1.371136,989,8.690176,994,2.326272
ER_1000_0.75_35.al,990,1.372160,987,8.665088,993,2.343680
ER_1000_0.75_36.al,988,1.372672,988,8.653312,994,2.325504
ER_1000_0.75_37.al,989,1.374208,988,8.832000,994,2.366720
ER_1000_0.75_38.al,988,1.383936,988,8.617472,994,2.344704
ER_1000_0.75_39.al,989,1.366784,988,8.651008,994,2.301440
ER_1000_0.75_3.al,989,1.363968,988,8.696320,994,2.331392
ER_1000_0.75_40.al,988,1.384704,989,8.734720,995,2.353152
ER_1000_0.75_41.al,989,1.586176,988,9.065984,993,2.484480
ER_1000_0.75_42.al,988,1.454592,988,8.910592,994,2.326272
ER_1000_0.75_43.al,988,1.373184,988,8.963072,994,2.487808
ER_1000_0.75_44.al,988,1.445376,988,8.753920,994,2.463232
ER_1000_0.75_45.al,988,1.402624,988,9.054720,993,2.384640
ER_1000_0.75_46.al,989,1.372416,987,8.778240,994,2.392576
ER_1000_0.75_47.al,989,1.478400,988,8.781056,992,2.318080
ER_1000_0.75_48.al,988,1.382912,988,8.650496,994,2.351616
ER_1000_0.75_49.al,989,1.380352,988,8.732672,994,2.340864
ER_1000_0.75_4.al,989,1.374208,988,8.816896,994,2.376960
ER_1000_0.75_50.al,989,1.392896,988,8.665600,994,2.330624
ER_1000_0.75_51.al,989,1.378560,988,8.678656,994,2.348544
ER_1000_0.75_52.al,988,1.391104,988,8.758272,994,2.371584
ER_1000_0.75_53.al,989,1.375488,987,8.841728,994,2.298880
ER_1000_0.75_54.al,989,1.363456,988,8.685312,994,2.306560
ER_1000_0.75_55.al,989,1.388288,988,8.864768,993,2.372608
ER_1000_0.75_56.al,990,1.367808,988,8.699136,992,2.305792
ER_1000_0.75_57.al,989,1.385472,989,8.682496,995,2.355200
ER_1000_0.75_58.al,989,1.382400,988,8.685056,995,2.360832
ER_1000_0.75_59.al,989,1.373696,987,8.665600,993,2.325760
ER_1000_0.75_5.al,989,1.375744,989,8.629248,994,2.304256
ER_1000_0.75_60.al,988,1.389056,988,8.732672,995,2.315008
ER_1000_0.75_61.al,988,1.386752,988,8.655104,994,2.347776
ER_1000_0.75_62.al,990,1.373184,988,8.662784,995,2.429696
ER_1000_0.75_63.al,989,1.412352,988,8.693760,994,2.333696
ER_1000_0.75_64.al,989,1.370880,989,8.680960,993,2.328576
ER_1000_0.75_65.al,989,1.380864,989,8.780800,994,2.368768
ER_1000_0.75_66.al,988,1.386752,988,8.645120,995,2.385664
ER_1000_0.75_67.al,990,1.421824,988,8.871168,994,2.350848
ER_1000_0.75_68.al,989,1.381376,988,8.674048,994,2.327296
ER_1000_0.75_69.al,988,1.385728,988,8.718848,994,2.312704
ER_1000_0.75_6.al,989,1.376768,988,8.687616,994,2.334208
ER_1000_0.75_70.al,988,1.385984,988,8.817152,994,2.350592
ER_1000_0.75_71.al,988,1.381376,989,8.723456,994,2.329344
ER_1000_0.75_72.al,989,1.372672,989,8.731136,993,2.356480
ER_1000_0.75_73.al,989,1.376768,988,8.708864,992,2.346240
ER_1000_0.75_74.al,989,1.380352,987,8.788224,994,2.350336
ER_1000_0.75_75.al,989,1.377536,988,8.694784,994,2.289664
ER_1000_0.75_76.al,988,1.378560,988,8.843520,994,2.309376
ER_1000_0.75_77.al,988,1.367296,988,8.687616,993,2.325248
ER_1000_0.75_78.al,989,1.370112,988,8.659200,992,2.349056
ER_1000_0.75_79.al,988,1.376000,988,8.746752,994,2.297856
ER_1000_0.75_7.al,988,1.367040,988,8.780032,994,2.326528
ER_1000_0.75_80.al,988,1.389824,989,8.732672,995,2.318336
ER_1000_0.75_81.al,988,1.380855,989,8.761611,994,2.301820
ER_1000_0.75_82.al,988,1.371555,989,8.794326,995,2.306488
ER_1000_0.75_83.al,989,1.369884,987,8.758208,994,2.313436
ER_1000_0.75_84.al,987,1.402552,988,8.726156,994,2.321756
ER_1000_0.75_85.al,988,1.366668,988,8.774032,993,2.289608
ER_1000_0.75_86.al,989,1.393132,989,8.831576,994,2.275952
ER_1000_0.75_87.al,989,1.391904,988,8.804216,995,2.384272
ER_1000_0.75_88.al,987,1.388512,987,8.761928,993,2.319936
ER_1000_0.75_89.al,988,1.374968,989,8.733624,993,2.283264
ER_1000_0.75_8.al,989,1.378168,988,8.903024,994,2.296056
ER_1000_0.75_90.al,990,1.374800,989,8.775496,994,2.299104
ER_1000_0.75_91.al,988,1.437040,989,8.786256,992,2.355584
ER_1000_0.75_92.al,989,1.378384,987,8.771376,994,2.263664
ER_1000_0.75_93.al,989,1.383920,988,8.751664,994,2.255504
ER_1000_0.75_94.al,988,1.378384,989,8.834656,994,2.282608
ER_1000_0.75_95.al,988,1.361504,989,8.756016,994,2.287376
ER_1000_0.75_96.al,989,1.376640,989,8.713328,994,2.297616
ER_1000_0.75_97.al,989,1.367888,988,8.693792,993,2.325952
ER_1000_0.75_98.al,988,1.380224,988,8.811648,995,2.322944
ER_1000_0.75_99.al,989,1.382656,988,8.715760,995,2.307712
ER_1000_0.75_9.al,989,1.383952,989,8.725552,994,2.282480
ER_100_0.25_0.al,71,0.001360,69,0.006624,83,0.002000
ER_100_0.25_10.al,69,0.001232,70,0.006336,80,0.001856
ER_100_0.25_11.al,72,0.001424,71,0.006208,79,0.001904
ER_100_0.25_12.al,74,0.001328,71,0.006560,82,0.001920
ER_100_0.25_13.al,72,0.001280,71,0.006096,81,0.001856
ER_100_0.25_14.al,73,0.001408,72,0.006064,83,0.002016
ER_100_0.25_15.al,74,0.001312,74,0.006256,84,0.001984
ER_100_0.25_16.al,73,0.001264,73,0.006688,79,0.001952
ER_100_0.25_17.al,74,0.001392,74,0.006400,81,0.002128
ER_100_0.25_18.al,74,0.001280,71,0.005872,80,0.001920
ER_100_0.25_19.al,72,0.001376,72,0.006512,82,0.001984
ER_100_0.25_1.al,72,0.001360,71,0.006896,81,0.002160
ER_100_0.25_20.al,74,0.001312,73,0.006464,80,0.001952
ER_100_0.25_21.al,72,0.001424,71,0.006384,82,0.001888
ER_100_0.25_22.al,74,0.001344,75,0.006800,79,0.001920
ER_100_0.25_23.al,74,0.001328,74,0.006528,84,0.002032
ER_100_0.25_24.al,73,0.001287,72,0.006010,81,0.001874
ER_100_0.25_25.al,73,0.001383,71,0.006753,79,0.002264
ER_100_0.25_26.al,72,0.001458,74,0.006422,80,0.001846
ER_100_0.25_27.al,72,0.001353,72,0.006938,81,0.001786
ER_100_0.25_28.al,72,0.001339,72,0.006170,81,0.001928
ER_100_0.25_29.al,73,0.001280,72,0.006168,80,0.001908
ER_100_0.25_2.al,72,0.001337,73,0.006094,83,0.002013
ER_100_0.25_30.al,73,0.001568,71,0.005827,82,0.001899
ER_100_0.25_31.al,71,0.001304,71,0.006716,76,0.001864
ER_100_0.25_32.al,73,0.001497,71,0.006262,78,0.001891
ER_100_0.25_33.al,73,0.001380,72,0.006497,82,0.001927
ER_100_0.25_34.al,72,0.001282,72,0.006286,81,0.001881
ER_100_0.25_35.al,72,0.001292,72,0.006197,80,0.001913
ER_100_0.25_36.al,74,0.001320,72,0.006877,79,0.002044
ER_100_0.25_37.al,74,0.001331,72,0.007130,80,0.001885
ER_100_0.25_38.al,74,0.001399,71,0.006144,81,0.001889
ER_100_0.25_39.al,73,0.001277,72,0.006195,83,0.001850
ER_100_0.25_3.al,73,0.001657,72,0.006352,82,0.002023
ER_100_0.25_40.al,74,0.001294,72,0.006979,81,0.001950
